transcriptid	prot	description	chrom	strand	cdsStart	cdsEnd	exonStarts	exonEnds
refGene.NM_000603.1	NOS3	nitric oxide synthase 3 (endothelial cell)	chr7	+	150321824	150342190	150319079,150321773,150323223,150324424,150324783,150326377,150326559,150326966,150327210,150328518,150329251,150329564,150329841,150330220,150334447,150334909,150335122,150336950,150337209,150337418,150338135,150338617,150338919,150340371,150341251,150341744,150342028,	150319321,150321982,150323335,150324573,150324946,150326469,150326701,150327106,150327385,150328620,150329446,150329638,150329986,150330325,150334515,150335026,150335297,150337083,150337288,150337606,150338308,150338828,150339007,150340493,150341400,150341939,150342608,
refGene.NM_000605.1	IFNA2	interferon, alpha 2	chr9	-	21374761	21375328	21374254,	21375396,
refGene.NM_000606.1.inc	C8G	complement component 8, gamma polypeptide	chr9	+	138959653	138960832	138959533,138959906,138960201,138960357,138960737,138960923,138961040,	138959731,138960043,138960272,138960465,138960839,138960962,138961240,
refGene.NM_000612.1	IGF2	insulin-like growth factor 2	chr11	-	2110792	2113329	2106923,2111322,2113172,2116034,	2111029,2111471,2113335,2116780,
refGene.NM_000614.1	CNTF	ciliary neurotrophic factor	chr11	+	58146801	58148571	58146720,58148082,	58146915,58149776,
refGene.NM_000616.1	CD4	CD4 antigen precursor	chr12	+	6779565	6798756	6768911,6779498,6779733,6793568,6794185,6795482,6796556,6797847,6798273,6798725,	6769089,6779614,6779898,6793727,6794419,6795830,6796757,6797969,6798341,6800237,
refGene.NM_000618.1	IGF1	insulin-like growth factor 1 (somatomedin C)	chr12	-	101320414	101398289	101313806,101337416,101393550,101398226,	101320474,101337598,101393707,101398454,
refGene.NM_000619.1.inc	IFNG	interferon, gamma	chr12	-	66835447	66839614	66834816,66837959,66838237,66839548,	66835534,66838142,66838306,66839788,
refGene.NM_000621.1.inc	HTR2A	5-hydroxytryptamine (serotonin) receptor 2A	chr13	-	46307113	46367901	46305513,46364525,46367630,	46307775,46364726,46368176,
refGene.NM_000623.1	BDKRB2	bradykinin receptor B2	chr14	+	95773197	95777594	95740949,95773158,95776492,	95741049,95773271,95780536,
refGene.NM_000624.1.inc	SERPINA5	serine (or cysteine) proteinase inhibitor, clade	chr14	+	94123572	94128209	94117563,94117704,94123435,94126130,94126838,94128146,	94117580,94117800,94124071,94126401,94126986,94129204,
refGene.NM_000625.1.inc	NULL	NULL	chr17	-	23111224	23138952	23107919,23110033,23111182,23111775,23112296,23113950,23115133,23116687,23117662,23118857,23120129,23120687,23122065,23123460,23124313,23125409,23129842,23130034,23131919,23132188,23133167,23134096,23138830,23139961,23140756,23149852,23151491,	23108506,23110228,23111331,23111897,23112384,23114158,23115297,23116869,23117741,23118990,23120304,23120737,23122170,23123605,23124396,23125604,23129944,23130209,23132059,23132330,23133259,23134259,23138979,23140084,23140841,23150035,23151682,
refGene.NM_000629.1	IFNAR1	interferon-alpha receptor 1 precursor	chr21	+	33619230	33649725	33619083,33629699,33635174,33637443,33637710,33639421,33643266,33643564,33646933,33647813,33649491,	33619306,33629823,33635350,33637598,33637852,33639536,33643466,33643719,33647084,33647959,33653996,
refGene.NM_000632.1	ITGAM	integrin alpha M precursor	chr16	+	31178886	31250529	31178788,31180513,31184216,31184632,31184851,31189775,31190668,31192186,31194370,31195492,31195741,31196788,31216335,31216566,31240062,31240285,31243220,31243472,31243779,31244084,31244321,31245677,31246968,31248049,31248619,31248902,31249129,31249325,31249986,31250457,	31178914,31180619,31184320,31184703,31184969,31189906,31190814,31192340,31194521,31195566,31195871,31196931,31216476,31216776,31240193,31240449,31243375,31243604,31243853,31244226,31244444,31245757,31247052,31248125,31248727,31248986,31249243,31249427,31250097,31251712,
refGene.NM_000633.1	BCL2	B-cell lymphoma protein 2 alpha isoform	chr18	-	58946837	59136879	58941558,59136294,59137386,	58946972,59137165,59137593,
refGene.NM_000634.1.inc	IL8RA	interleukin 8 receptor alpha	chr2	-	218737231	218738074	218735814,218739875,	218738212,218739961,
refGene.NM_000635.1.inc	RFX2	regulatory factor X2 isoform a	chr19	-	5948127	5993098	5944175,5946611,5948070,5952825,5953731,5955211,5958022,5958700,5959116,5961146,5963996,5967100,5977173,5990990,5993054,5995203,5998417,6061403,	5945961,5946654,5948224,5953034,5953881,5955309,5958177,5958813,5959235,5961262,5964116,5967282,5977248,5991252,5993134,5995293,5998515,6061554,
refGene.NM_000636.1.inc	SOD2	manganese superoxide dismutase isoform A	chr6	-	160023580	160033842	160022744,160025875,160029147,160033682,160034166,	160023660,160026055,160029264,160033885,160034343,
refGene.NM_000637.1.inc	GSR	glutathione reductase	chr8	-	30657968	30704738	30655976,30657962,30658988,30661146,30666219,30670027,30673438,30677139,30680151,30685130,30686872,30689120,30704588,	30656728,30658096,30659120,30661258,30666378,30670114,30673538,30677194,30680299,30685200,30686961,30689147,30704985,
refGene.NM_000639.1	FASLG	fas ligand	chr1	+	170894964	170901779	170894807,170895857,170900096,170901384,	170895312,170895903,170900153,170902633,
refGene.NM_000640.1.inc	IL13RA2	interleukin 13 receptor, alpha 2 precursor	chrX	-	114146102	114156620	114144795,114146015,114148750,114150339,114151462,114154587,114155239,114156488,114157994,114158371,	114144925,114146134,114148895,114150485,114151647,114154708,114155393,114156640,114158121,114158463,
refGene.NM_000641.1	IL11	interleukin 11 precursor	chr19	-	60569186	60573490	60567568,60571389,60571662,60571948,60573483,	60569357,60571551,60571749,60572121,60573626,
refGene.NM_000643.1	AGL	amylo-1, 6-glucosidase,	chr1	+	100089186	100159795	100088632,100089118,100099646,100100400,100102529,100108543,100108901,100112830,100113297,100113501,100114601,100115784,100118066,100118775,100119219,100119435,100119684,100122263,100122482,100122712,100126121,100129363,100129749,100130575,100134429,100138779,100140826,100148855,100150548,100151670,100153532,100154553,100154741,100159677,	100088762,100089268,100099857,100100567,100102733,100108725,100109013,100112954,100113400,100113599,100114741,100115972,100118190,100118939,100119321,100119591,100119835,100122388,100122595,100122847,100126252,100129500,100129883,100130751,100134532,100139005,100140938,100148991,100150661,100151882,100153630,100154641,100154875,100162167,
refGene.NM_000655.1	SELL	selectin L precursor	chr1	-	167927548	167947263	167926433,167932299,167937324,167939019,167940332,167943106,167944181,167946200,167947260,	167927567,167932318,167937453,167939205,167940518,167943214,167944568,167946282,167947461,
refGene.NM_000660.1	TGFB1	transforming growth factor, beta 1	chr19	-	46528796	46550789	46528490,46529872,46539627,46539914,46542491,46546039,46550434,	46528955,46530026,46539775,46539992,46542609,46546200,46551656,
refGene.NM_000661.1	RPL9	ribosomal protein L9	chr4	-	39132557	39136454	39132141,39132547,39132878,39134420,39135600,39136208,39136408,39136905,	39132240,39132664,39132959,39134553,39135696,39136324,39136455,39136963,
refGene.NM_000662.1	NAT1	N-acetyltransferase 1	chr8	+	18123836	18124709	18111894,18121199,18123830,	18111969,18121278,18125099,
refGene.NM_000663.1	ABAT	4-aminobutyrate aminotransferase precursor	chr16	+	8737097	8782788	8714449,8737056,8747358,8749465,8751779,8759114,8765426,8766095,8767565,8769550,8770182,8774137,8776247,8777701,8780836,8782666,	8715223,8737167,8747456,8749495,8751897,8759164,8765507,8766188,8767628,8769614,8770331,8774275,8776415,8777848,8780948,8785932,
refGene.NM_000666.1	ACY1	aminoacylase 1	chr3	+	51993120	51998131	51992602,51993102,51994262,51994416,51994907,51995310,51995470,51995660,51996043,51996202,51996364,51996611,51997579,51997821,51997966,	51992645,51993214,51994327,51994521,51995002,51995387,51995560,51995717,51996117,51996252,51996509,51996680,51997659,51997882,51998257,
refGene.NM_000667.1	ADH1A	class I alcohol dehydrogenase, alpha subunit	chr4	-	100416803	100431094	100416546,100419605,100420323,100422525,100424578,100424895,100427029,100427743,100431076,	100416828,100419744,100420459,100422786,100424798,100424983,100427168,100427845,100431165,
refGene.NM_000670.1	ADH4	class II alcohol dehydrogenase 4 pi subunit	chr4	-	100264615	100284396	100263856,100266767,100267382,100271677,100276639,100279234,100281714,100282852,100284378,	100264640,100266906,100267518,100271938,100276871,100279322,100281856,100282954,100284472,
refGene.NM_000671.1.inc	ADH5	class III alcohol dehydrogenase 5 chi subunit	chr4	-	100212832	100225291	100211154,100212746,100215087,100216465,100216877,100221538,100222148,100225288,100228862,	100212615,100212885,100215223,100216726,100217097,100221626,100222290,100225390,100228954,
refGene.NM_000673.1.inc	ADH7	class IV alcohol dehydrogenase 7 mu or sigma	chr4	-	100555746	100569753	100552440,100555657,100559165,100560712,100567952,100568266,100568671,100569711,100575395,	100553352,100555796,100559301,100560973,100568169,100568354,100568810,100569813,100575548,
refGene.NM_000674.1	ADORA1	adenosine A1 receptor	chr1	+	201364592	201401651	201363458,201364028,201364535,201401011,	201363679,201364183,201364933,201403156,
refGene.NM_000675.1	ADORA2A	adenosine A2a receptor	chr22	+	23159372	23167457	23159091,23166550,	23159704,23168324,
refGene.NM_000676.1	ADORA2B	adenosine A2b receptor	chr17	+	15789287	15819381	15788955,15818717,	15789622,15819935,
refGene.NM_000677.1.inc	ADORA3	adenosine A3 receptor isoform 2	chr1	-	111844187	111847406	111843573,111847149,	111844701,111848266,
refGene.NM_000678.1.inc	ADRA1D	alpha-1D-adrenergic receptor	chr20	-	4150340	4177433	4149815,4176493,	4150777,4177659,
refGene.NM_000679.1	ADRA1B	alpha-1B-adrenergic receptor	chr5	+	159276490	159332077	159276317,159331463,	159277439,159332597,
refGene.NM_000680.1	ADRA1A	alpha-1A-adrenergic receptor isoform 1	chr8	-	26683582	26778403	26683138,26777520,	26684100,26778839,
refGene.NM_000681.1	ADRA2A	alpha-2A-adrenergic receptor	chr10	+	112827789	112829142	112826910,	112830560,
refGene.NM_000682.1	ADRA2B	alpha-2B-adrenergic receptor	chr2	-	96144271	96145615	96142352,	96145615,
refGene.NM_000683.1	ADRA2C	alpha-2C-adrenergic receptor	chr4	+	3738131	3739520	3738093,	3740049,
refGene.NM_000684.1	ADRB1	beta-1-adrenergic receptor	chr10	+	115793881	115795315	115793795,	115796655,
refGene.NM_000686.1	AGTR2	angiotensin II receptor, type 2	chrX	+	115217561	115218653	115216030,115216248,115217526,	115216097,115216308,115219847,
refGene.NM_000687.1	AHCY	S-adenosylhomocysteine hydrolase	chr20	-	32332500	32354737	32331736,32336906,32341798,32342017,32342197,32342885,32343824,32345547,32346861,32354709,	32332632,32337101,32341916,32342105,32342405,32342998,32343974,32345623,32347052,32354784,
refGene.NM_000688.1	ALAS1	aminolevulinate, delta, synthase 1	chr3	+	52208297	52223236	52207183,52207727,52208265,52211562,52212918,52213748,52214894,52215627,52217138,52220338,52221313,52223075,	52207311,52207904,52208496,52211790,52213068,52213971,52215079,52215807,52217303,52220607,52221476,52223383,
refGene.NM_000689.1	ALDH1A1	aldehyde dehydrogenase 1A1	chr9	-	74705943	74757736	74705407,74710693,74714337,74716693,74721655,74723455,74728754,74730219,74731851,74733627,74735614,74744883,74757670,	74706016,74710768,74714495,74716858,74721840,74723558,74728868,74730348,74731913,74733757,74735755,74744988,74757789,
refGene.NM_000690.1	ALDH2	mitochondrial aldehyde dehydrogenase 2	chr12	+	110689169	110731762	110688728,110704104,110705344,110707453,110712009,110712620,110713492,110714247,110714784,110720264,110722092,110726045,110731729,	110689283,110704209,110705485,110707533,110712121,110712749,110713606,110714350,110714969,110720429,110722250,110726160,110732165,
refGene.NM_000691.1.inc	ALDH3A1	aldehyde dehydrogenase 3 family, member A1	chr17	-	19582347	19588899	19581891,19582227,19582900,19583412,19584240,19584997,19585908,19586449,19587136,19588872,19592163,	19582140,19582358,19583000,19583579,19584382,19585115,19586117,19586535,19587368,19589039,19592200,
refGene.NM_000692.1	ALDH1B1	aldehyde dehydrogenase 1B1 precursor	chr9	+	38385745	38387299	38382701,38385736,	38382804,38388655,
refGene.NM_000693.1	ALDH1A3	aldehyde dehydrogenase 1A3	chr15	+	99237635	99272501	99237583,99242994,99245299,99250237,99250672,99251681,99253660,99255810,99258302,99263250,99264848,99266135,99272428,	99237734,99243099,99245440,99250367,99250734,99251810,99253774,99255913,99258487,99263415,99265006,99266210,99274351,
refGene.NM_000696.1.inc	ALDH9A1	aldehyde dehydrogenase 9A1	chr1	-	163900936	163934266	163898072,163900878,163903169,163904786,163905122,163915302,163916347,163917967,163918841,163931112,163934238,	163899005,163900991,163903311,163904874,163905311,163915443,163916544,163918102,163918971,163931258,163934524,
refGene.NM_000698.1	ALOX5	arachidonate 5-lipoxygenase	chr10	+	45189733	45261141	45189634,45197936,45211308,45227644,45239494,45240413,45244071,45255883,45256797,45258491,45258869,45259181,45259569,45260961,	45189883,45198135,45211390,45227767,45239601,45240586,45244218,45256087,45256884,45258670,45258991,45259282,45259740,45261567,
refGene.NM_000700.1	ANXA1	annexin I	chr9	+	74963271	74974843	74956600,74963257,74963430,74964064,74964998,74965538,74967517,74968211,74969851,74970832,74972232,74973767,74974786,	74956660,74963337,74963539,74964159,74965112,74965629,74967597,74968268,74969945,74970928,74972291,74973890,74975127,
refGene.NM_000702.1.inc	ATP1A2	Na+/K+ -ATPase alpha 2 subunit proprotein	chr1	+	158359755	158373362	158352171,158357319,158357605,158359626,158360356,158360709,158361549,158363965,158365065,158365393,158365679,158366515,158366835,158370897,158371558,158371847,158372252,158372660,158372983,158373314,158376053,158376306,158377707,	158352287,158357424,158357665,158359830,158360470,158360844,158361667,158364234,158365264,158365503,158365814,158366705,158367011,158371034,158371709,158372016,158372407,158372784,158373129,158373445,158376155,158376398,158379996,
refGene.NM_000704.1	ATP4A	ATPase, H+/K+ exchanging, alpha polypeptide	chr19	-	40733356	40746371	40732934,40733575,40733751,40734188,40735778,40736447,40737663,40737907,40738181,40738417,40739654,40740396,40741103,40741318,40741734,40742546,40743104,40743560,40745176,40745950,40746125,40746359,	40733385,40733667,40733853,40734322,40735924,40736571,40737818,40738076,40738332,40738554,40739830,40740589,40741238,40741428,40741933,40742815,40743357,40743674,40745380,40746010,40746269,40746400,
refGene.NM_000705.1	ATP4B	ATPase, H+/K+ exchanging, beta polypeptide	chr13	-	113351689	113360460	113351124,113352721,113353986,113355188,113355636,113357129,113360348,	113351851,113352823,113354043,113355388,113355750,113357258,113360502,
refGene.NM_000706.1	AVPR1A	arginine vasopressin receptor 1A	chr12	-	61827405	61830883	61826482,61829913,	61827692,61832857,
refGene.NM_000707.1.inc	AVPR1B	arginine vasopressin receptor 1B	chr1	+	204391189	204397639	204390566,204397430,	204392003,204398254,
refGene.NM_000710.1.inc	BDKRB1	bradykinin receptor B1	chr14	+	95799877	95800729	95792311,95798741,95799762,	95792390,95798860,95800851,
refGene.NM_000712.1	BLVRA	biliverdin reductase A	chr7	+	43777282	43813359	43764796,43777261,43794027,43797372,43798838,43806588,43809799,43813100,	43764858,43777294,43794149,43797492,43798936,43806696,43809971,43813461,
refGene.NM_000713.1.inc	BLVRB	biliverdin reductase B (flavin reductase	chr19	-	45645695	45663375	45645540,45649110,45655901,45656127,45663356,	45645793,45649239,45655991,45656292,45663517,
refGene.NM_000714.1	TSPO	translocator protein (18kDa) isoform PBR	chr22	+	41885188	41888941	41877478,41885159,41887001,41888752,	41877554,41885370,41887140,41889191,
refGene.NM_000715.1	C4BPA	complement component 4 binding protein, alpha	chr1	+	205352993	205384685	205344229,205352968,205354067,205355383,205363889,205364142,205366680,205371513,205374371,205381073,205383785,205384511,	205344398,205353135,205354253,205355483,205363975,205364334,205366863,205371708,205374560,205381244,205383961,205384931,
